index,100033.0,100043.0,100052.0,100058.0,100067.0,100075.0,100087.0,100090.0,100094.0,101002.0,101044.0,101048.0,101057.0,101060.0,101065.0,101068.0,101071.0,101073.0,101078.0,101093.0,104029.0,104082.0,104085.0,104091.0,104097.0,105003.0,105009.0,105024.0,105026.0,105029.0,105030.0,105051.0,105053.0,105056.0,105060.0,105061.0,105063.0,105065.0,105067.0,105070.0,105081.0,105082.0,105086.0,105090.0,71050.0,71051.0,71052.0,71054.0,71055.0,75002.0,75003.0,75004.0,75005.0,75006.0,75007.0,75008.0,75009.0,75010.0,75011.0,77026.0,77027.0,77028.0,77029.0,77030.0,91079.0,91093.0,92013.0,92015.0,92023.0,92029.0,92030.0,92044.0,92056.0,99011.0,99061.0,99090.0
g__Acetanaerobacterium,0.0,0.0,0.0,0.0,0.0005867729034449,0.0,0.0,4.039587962027873e-05,0.0,0.0,0.0,0.0,6.091246878235975e-05,6.450988614005096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766368503836927e-05,0.0,0.0,0.000126417684028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003009413822613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002070267308043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003890658097612,0.0,0.0,0.0,0.0
g__Acidaminococcus,0.0,0.0011615462921874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.892748828232699e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001773307363586,0.0,0.0,0.0,0.0,0.0,0.026789160812167,0.0,0.0015267494875977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003030544700534,0.0,0.0,0.0,0.0002393100213464,0.0
g__Actinobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002433719179228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Actinomyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.585164835164836e-05,0.000127835461557,8.085490587141375e-05,0.0,3.654748126941585e-05,0.0,4.921199296268501e-05,0.0003356455582904,0.0,0.0,0.0,0.0002165982672138,0.0,0.0,8.041540299604816e-05,0.0,0.0,3.181471112242301e-05,0.0,0.0,0.0,0.0009643060649007,0.0,0.0004791497270298,0.0,0.0,0.0,0.0,0.0,0.0,0.0002087138012001,3.2370316419843e-05,0.0,0.0,0.0,0.0,5.447216472382613e-05,0.0,0.0,3.120059905150179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3224218214754344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001158446523212,0.0,0.0,0.000139752637831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Adlercreutzia,7.723319791779298e-05,3.915324580407716e-05,0.0017612705867812,0.0,3.0882784391840767e-05,5.822890948898309e-05,0.000163046204786,0.0001481182252743,0.0006009615384615,0.0,0.0,0.0002281611730526,0.0,0.0,0.0030511435636864,0.0,8.607926178425093e-05,9.512032721392562e-05,0.0,0.0009689922480619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002466395363176,0.0,0.0,0.0044801604085405,0.0,0.0,0.0,0.0004971661529283,0.0,0.0003129014195843,0.0,0.0,0.0,0.0002669712116043,7.38320689591524e-05,0.0,8.435686327439601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001334352293266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.274312962730582e-05,0.0,0.0,0.0,0.0,4.540552812304898e-05,0.0,0.0,0.0001289566236811,0.0,0.0,0.0,0.0001143353685028,0.0,0.0002065502239778
g__Aerococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.587398307038635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Agathobacter,0.003954339733391,0.0071389418182767,0.0,0.018172802776744598,0.0014206080820246,0.0167000512414403,0.0014047057643104,0.0283175116138153,0.0033138736263736,0.027541439995454598,0.0368833128950099,0.0009278554370807,0.019102150210148,0.0,0.0,0.0013705526963525999,0.0012395413696931002,0.0111834327567228,0.0034686090877557,0.0188896488828088,0.0005023894130621,0.0022713399486108997,0.0092362834298318,0.0001144639510094,0.0015228777775214,0.0,0.001385264649979,0.008227190247168,0.0148746762528836,0.0130473532720658,0.0153672634992245,0.0080874666047159,0.0065617006402821,0.019477933456428,0.0023201087136653,0.0013183558477207,0.0273212344784427,0.0002394671855122,0.001391425341334,0.0003237031641984,0.0117763967785473,0.0008490687930302,0.0013013466108407,0.0258975570252395,0.007415996140258,0.0044525302819935,0.0,0.0062921208087194,0.0180564829356831,0.0,0.0043262753241616,0.0236781199928787,0.0004366971141599,0.0118317392947468,0.0365289616427741,0.0868129376080732,0.0,0.0283139499482432,0.0018863361547762,0.0,0.0003673528292727,0.000292801271594,0.0021828225231646,0.0,0.0,0.000579502180032,0.0034054146092285,0.0276710222905456,0.0,0.0,0.0263497886593826,0.0,0.0261874566919868,0.0,0.0054179788832837,0.0142648748434735
g__Aggregatibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001368967038315,0.0,0.0,0.0,0.0,0.0,0.0,0.0002001120627551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.699468960007519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012308494309131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4300610550867805e-05,0.0,0.0
g__Akkermansia,0.0,0.0057163738873952,0.1147297840126069,0.0085533655634064,0.1102669816710674,0.0,0.18295038378568204,0.0083888776678112,0.0063701923076923,0.0,0.10667457247968509,0.0003954793666245,0.0,0.0010644131213108,0.0,0.042724882524054576,0.0,0.0178554442798711,0.0076576216014301,0.0,0.0233304742065923,0.0,0.000287197867843,0.0,0.0002538129629202,0.0,0.0074739860184916,0.0,0.0,0.0010519702526189,0.0,0.0556249274015565,0.0436917112851718,0.0,0.0451261144807928,0.000379253052084,0.0,4.490009728354412e-05,0.0442125402208887,0.0688516630250059,0.0258665440576657,0.0,0.0,0.0002361992171683,0.0,0.0,0.0,0.0134474581911972,0.0,0.0,0.0,0.042823297407595,0.0,0.0087066484490828,0.0,0.0,0.0009289687285901,0.0,0.0,0.0075658148691422,3.935923170779706e-05,0.0121721671476973,0.0091470658113566,0.0,0.000101364070781,0.0146255312103316,0.0,5.590105513241563e-05,0.0,0.0,0.0042108621102161,0.1096012795942187,3.922235151071424e-05,0.0068944227207244,0.0188863468846621,0.0015491266798342
g__Alistipes,0.0935757425971978,0.0067474093602358,0.004542224144856499,0.023701499938018806,0.006161115486172,0.06712628685889949,0.0104976671850697,0.0030566215579342,0.053296703296702996,0.002798176214081708,0.0,0.0021295042818246,0.0326125357860751,0.0087249621004418,0.006409862083389483,0.0005733944954127692,0.013307853871845,0.019608376024241907,0.030030150217454907,0.00043319653442756633,0.0621247396152429,0.0164388228780713,0.020712710228839002,0.04313860153667846,0.0245852465446824,0.0,0.035710834058180756,0.07420326621214493,0.010274990446806203,0.0026883684233595002,0.0002976330341337168,0.028298873272156844,0.03800384487059308,0.0,0.014102946538066199,0.04726215415733538,0.005022891209116566,0.01796003891341743,0.0,0.0287610261390303,0.002180264894768716,0.024106170515163176,0.009109426275885173,0.0299804292077202,0.012279582276313847,0.006523196246469,0.0033730798152323983,0.02171561693984487,0.0880441631478467,0.0659598747412556,0.0694181777728331,0.0722805768203667,0.0576197581183202,0.0059594755661498315,0.0185732274312278,0.0368653797091589,0.0235377451606534,6.089021494245874e-05,0.024679564691656417,0.0126418590287964,0.0113748179635532,0.0214581503325383,0.028985507246376375,0.0478316326530612,0.0,0.0013521717534079587,0.045008229751972134,0.0026832506463558238,0.0,0.05686987104337619,0.01520057420846922,0.0014553943254031,0.0689005974871545,0.016475726601266547,0.039007533479471876,0.0027496998567056
g__Allisonella,0.0,0.001187648456057,0.0,0.0,0.0,0.0,0.0,0.0,0.0004979395604395,0.0012499467352243,0.0,0.0,0.0,0.0026771602748121,0.0,0.0,0.0004820438659918,0.0,0.0,0.0,0.0,0.0021435770765015,8.041540299604816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000800069571267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002184041933605,0.0,0.0,0.0,0.0,0.0,0.000436059187767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005494179139938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002073530584576,0.0,0.0,0.0001143353685028,0.0002201652196387,0.0
g__Alloprevotella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425834126386659,0.0,0.0,0.0,0.0,0.0034940515003505424,0.0025313269187737,0.0,0.0,0.0,0.0161992704058367,0.0,0.0280794401147026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003575814491078484,0.0,0.023557584374766103,0.0035829202539351,0.01649267621591,0.0,0.0,0.0272905586360378,0.0,3.112695127075778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026007361487795342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.865182436611008e-05,8.688348924092791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
